AnalyzerId,EpochTime,Shape,SurveyId
5a839947-9569-952d-16d6-39d4011442fa,1507087145,0xE6100000010405000000F88D1E35E77C5EC0EE8D03E969B742402ACF30AEE67C5EC0E79C11A36AB742408840C5CCE17C5EC02D0277626EB742408840C5CCE17C5EC02D0277626EB74240F88D1E35E77C5EC0EE8D03E969B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087146,0xE6100000010405000000F88D1E35E77C5EC0EE8D03E969B742402ACF30AEE67C5EC0E79C11A36AB74240E44B0DD9E97C5EC0A6F423036BB742408C5FBED2EC7C5EC03757E44D65B74240F88D1E35E77C5EC0EE8D03E969B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087147,0xE61000000104050000008C5FBED2EC7C5EC03757E44D65B74240E44B0DD9E97C5EC0A6F423036BB742405DF65A7AEF7C5EC0AD3D433067B742402912095EF27C5EC094BEEE3E61B742408C5FBED2EC7C5EC03757E44D65B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087148,0xE61000000104050000002912095EF27C5EC094BEEE3E61B742405DF65A7AEF7C5EC0AD3D433067B74240D9386FE9F57C5EC09D33EBA561B742403B81ACABF77C5EC0312E98B35DB742402912095EF27C5EC094BEEE3E61B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087149,0xE61000000104050000003B81ACABF77C5EC0312E98B35DB74240D9386FE9F57C5EC09D33EBA561B74240736909A9FC7C5EC067B9208E5BB74240D7763C10FD7C5EC0BC9CA3B859B742403B81ACABF77C5EC0312E98B35DB7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087150,0xE6100000010405000000D7763C10FD7C5EC0BC9CA3B859B74240736909A9FC7C5EC067B9208E5BB7424081CE0E33027D5EC0F046E9C457B74240F795B59C027D5EC02DDF944654B74240D7763C10FD7C5EC0BC9CA3B859B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087151,0xE6100000010405000000F795B59C027D5EC02DDF944654B7424081CE0E33027D5EC0F046E9C457B742404CDBD9DC087D5EC0A1EACECB53B74240DE957B9B077D5EC0499B7F894DB74240F795B59C027D5EC02DDF944654B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087152,0xE6100000010405000000DE957B9B077D5EC0499B7F894DB742404CDBD9DC087D5EC0A1EACECB53B7424041F2E10C117D5EC029A9EF2153B742404CA95CD60C7D5EC037550C3446B74240DE957B9B077D5EC0499B7F894DB7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087153,0xE61000000104050000004CA95CD60C7D5EC037550C3446B7424041F2E10C117D5EC029A9EF2153B742403D0E3D2C177D5EC04A62EDC14BB742400D2984DB117D5EC0D76F7C2D3FB742404CA95CD60C7D5EC037550C3446B7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
5a839947-9569-952d-16d6-39d4011442fa,1507087154,0xE61000000104050000000D2984DB117D5EC0D76F7C2D3FB742403D0E3D2C177D5EC04A62EDC14BB74240E8C42CEC187D5EC0CCC4D97742B742402BD62D00177D5EC0DC57AC0038B742400D2984DB117D5EC0D76F7C2D3FB7424001000000020000000001000000FFFFFFFF0000000003,abc74dfd-091f-17b0-acd7-39e1f7914d5e
